Type, Property or Relationship, Name, Type, Platform, Relationship Type
SqlAggregate, childRelationship, SqlTypeSpecifierBase, ReturnType,  SqlPlatforms.Sql100AndUpAndSqlAzureV12 | SqlPlatforms.Sql90, ModelRelationshipType.Composing
SqlAggregate, childRelationship, SqlSubroutineParameter, Parameters,  SqlPlatforms.All, ModelRelationshipType.Composing
SqlAggregate, childRelationship, SqlSchema, Schema,  SqlPlatforms.All, ModelRelationshipType.Hierarchical
SqlAggregate, childRelationship, SqlAssembly, Assembly,  SqlPlatforms.All, ModelRelationshipType.Peer
SqlAggregate, parentRelationship, SqlExtendedProperty, ExtendedProperties,  SqlPlatforms.Sql100AndUpAndSqlAzureV12 | SqlPlatforms.Sql90
SqlAggregate, parentRelationship, SqlPermissionStatement, Permissions,  SqlPlatforms.All
SqlAggregate, property, int, Format, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlAggregate, property, bool?, IsInvariantToDuplicates, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlAggregate, property, bool?, IsInvariantToNulls, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlAggregate, property, bool?, IsNullIfEmpty, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlAggregate, property, int?, MaxByteSize, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlAggregate, property, string, ClassName, SqlPlatforms.All,
SqlApplicationRole, childRelationship, SqlSchema, DefaultSchema,  SqlPlatforms.All, ModelRelationshipType.Peer
SqlApplicationRole, parentRelationship, SqlRoleMembership, RoleMemberships,  SqlPlatforms.All
SqlApplicationRole, parentRelationship, SqlPermissionStatement, GrantedPermissions,  SqlPlatforms.All
SqlApplicationRole, parentRelationship, ISqlAuthorizedObject, AuthorizedObjects,  SqlPlatforms.All
SqlApplicationRole, parentRelationship, SqlPermissionStatement, Permissions,  SqlPlatforms.All
SqlApplicationRole, parentRelationship, SqlExtendedProperty, ExtendedProperties,  SqlPlatforms.Sql100AndUpAndSqlAzureV12 | SqlPlatforms.Sql90
SqlApplicationRole, property, string, Password, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlAssembly, childRelationship, SqlAssemblySource, AssemblySources,  SqlPlatforms.All, ModelRelationshipType.Composing
SqlAssembly, childRelationship, SqlAssembly, ReferencedAssemblies,  SqlPlatforms.All, ModelRelationshipType.Peer
SqlAssembly, childRelationship, ISqlObjectAuthorizer, Authorizer,  SqlPlatforms.All, ModelRelationshipType.Peer
SqlAssembly, parentRelationship, SqlAssemblyFile, Files,  SqlPlatforms.All
SqlAssembly, parentRelationship, ISqlClrClassDefined, ClrObjects,  SqlPlatforms.All
SqlAssembly, parentRelationship, SqlAsymmetricKey, AsymmetricKeys,  SqlPlatforms.OnPremises
SqlAssembly, parentRelationship, SqlCertificate, Certificates,  SqlPlatforms.OnPremises
SqlAssembly, parentRelationship, SqlExtendedProperty, ExtendedProperties,  SqlPlatforms.Sql100AndUpAndSqlAzureV12 | SqlPlatforms.Sql90
SqlAssembly, parentRelationship, SqlPermissionStatement, Permissions,  SqlPlatforms.All
SqlAssembly, parentRelationship, SqlSignature, Signatures,  SqlPlatforms.OnPremises
SqlAssembly, property, int, PermissionSet, SqlPlatforms.All,
SqlAssembly, property, bool, IsVisible, SqlPlatforms.All,
SqlAssemblyFile, childRelationship, SqlAssembly, Assembly,  SqlPlatforms.All, ModelRelationshipType.Hierarchical
SqlAssemblyFile, externalProperty, SqlScriptProperty, Source,  SqlPlatforms.All
SqlAssemblySource, externalProperty, SqlScriptProperty, Source,  SqlPlatforms.All
SqlAsymmetricKey, childRelationship, SqlAssembly, Assembly,  SqlPlatforms.OnPremises, ModelRelationshipType.Peer
SqlAsymmetricKey, childRelationship, SqlCryptographicProvider, Provider,  SqlPlatforms.Sql100AndUp, ModelRelationshipType.Peer
SqlAsymmetricKey, childRelationship, ISqlObjectAuthorizer, Authorizer,  SqlPlatforms.All, ModelRelationshipType.Peer
SqlAsymmetricKey, parentRelationship, SqlPermissionStatement, Permissions,  SqlPlatforms.All
SqlAsymmetricKey, property, string, File, SqlPlatforms.OnPremises,
SqlAsymmetricKey, property, string, ExecutableFile, SqlPlatforms.OnPremises,
SqlAsymmetricKey, property, int, Algorithm, SqlPlatforms.OnPremises,
SqlAsymmetricKey, property, string, EncryptionPassword, SqlPlatforms.OnPremises,
SqlAsymmetricKey, property, bool, IsEncryptedWithPassword, SqlPlatforms.OnPremises,
SqlAsymmetricKey, property, string, ProviderKeyName, SqlPlatforms.Sql100AndUp,
SqlAsymmetricKey, property, int, CreationDisposition, SqlPlatforms.Sql100AndUp,
SqlAuditAction, property, int, AuditAction, SqlPlatforms.Sql100AndUp,
SqlAuditActionGroup, property, int, AuditActionGroup, SqlPlatforms.Sql100AndUp,
SqlAuditActionSpecification, childRelationship, SqlAuditAction, AuditActions,  SqlPlatforms.Sql100AndUp, ModelRelationshipType.Composing
SqlAuditActionSpecification, childRelationship, SqlDatabaseSecurityPrincipal, Principals,  SqlPlatforms.Sql100AndUp, ModelRelationshipType.Peer
SqlAuditActionSpecification, childRelationship, ISqlSecurable, SecuredObject,  SqlPlatforms.Sql100AndUp, ModelRelationshipType.Peer
SqlAuditActionSpecification, property, bool, AuditsDatabase, SqlPlatforms.Sql100AndUp,
SqlBrokerPriority, childRelationship, SqlContract, Contract,  SqlPlatforms.Sql100AndUp, ModelRelationshipType.Peer
SqlBrokerPriority, childRelationship, SqlService, LocalService,  SqlPlatforms.Sql100AndUp, ModelRelationshipType.Peer
SqlBrokerPriority, property, string, RemoteService, SqlPlatforms.Sql100AndUp,
SqlBrokerPriority, property, int, PriorityLevel, SqlPlatforms.Sql100AndUp,
SqlBuiltInServerRole, parentRelationship, SqlServerRoleMembership, Memberships,  SqlPlatforms.All
SqlBuiltInServerRole, parentRelationship, ISqlServerAuthorizedObject, AuthorizedObjects,  SqlPlatforms.All
SqlBuiltInType, property, int, SqlDataType, SqlPlatforms.All,
SqlCertificate, childRelationship, SqlAssembly, ExistingKeysAssembly,  SqlPlatforms.OnPremises, ModelRelationshipType.Peer
SqlCertificate, childRelationship, ISqlObjectAuthorizer, Authorizer,  SqlPlatforms.All, ModelRelationshipType.Peer
SqlCertificate, parentRelationship, SqlPermissionStatement, Permissions,  SqlPlatforms.All
SqlCertificate, property, bool, IsEncryptedWithPassword, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlCertificate, property, string, ExistingKeysFilePath, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlCertificate, property, bool, IsExistingKeyFileExecutable, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlCertificate, property, string, PrivateKeyFile, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlCertificate, property, string, PrivateKeyDecryptionPassword, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlCertificate, property, string, PrivateKeyEncryptionPassword, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlCertificate, property, string, NewKeyEncryptionPassword, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlCertificate, property, string, NewKeySubject, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlCertificate, property, string, NewKeyStartDate, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlCertificate, property, string, NewKeyExpireDate, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlCertificate, property, bool, IsActiveForBeginDialog, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlCheckConstraint, childRelationship, ISqlModelElement, CheckExpressionDependencies,  SqlPlatforms.All, ModelRelationshipType.Peer
SqlCheckConstraint, childRelationship, ISqlSpecifiesTable, DefiningTable,  SqlPlatforms.All, ModelRelationshipType.Hierarchical
SqlCheckConstraint, parentRelationship, SqlExtendedProperty, ExtendedProperties,  SqlPlatforms.Sql100AndUpAndSqlAzureV12 | SqlPlatforms.Sql90
SqlCheckConstraint, property, bool, IsNotForReplication, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlCheckConstraint, property, bool, IsDisabled, SqlPlatforms.All,
SqlCheckConstraint, externalProperty, SqlScriptProperty, CheckExpressionScript,  SqlPlatforms.All
SqlClrFunctionImplementation, childRelationship, SqlClrFunctionOrderedColumnSpecification, OrderColumns,  SqlPlatforms.Sql100AndUpAndSqlAzureV12, ModelRelationshipType.Composing
SqlClrFunctionImplementation, childRelationship, SqlAssembly, Assembly,  SqlPlatforms.All, ModelRelationshipType.Peer
SqlClrFunctionImplementation, parentRelationship, SqlFunction, Parent,  SqlPlatforms.All
SqlClrFunctionImplementation, property, bool?, IsDeterministic, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlClrFunctionImplementation, property, int?, DataAccess, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlClrFunctionImplementation, property, int?, SystemDataAccess, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlClrFunctionImplementation, property, bool?, IsPrecise, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlClrFunctionImplementation, property, string, FillRowMethodName, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlClrFunctionImplementation, property, string, MethodName, SqlPlatforms.All,
SqlClrFunctionImplementation, property, string, ClassName, SqlPlatforms.All,
SqlClrFunctionOrderedColumnSpecification, childRelationship, SqlColumn, Column,  SqlPlatforms.Sql100AndUpAndSqlAzureV12, ModelRelationshipType.Peer
SqlClrFunctionOrderedColumnSpecification, property, bool, IsAscending, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlClrMethod, childRelationship, SqlTypeSpecifierBase, ReturnType,  SqlPlatforms.All, ModelRelationshipType.Composing
SqlClrMethod, childRelationship, SqlClrMethodParameter, Parameters,  SqlPlatforms.All, ModelRelationshipType.Composing
SqlClrMethod, property, string, ClrName, SqlPlatforms.All,
SqlClrMethodParameter, childRelationship, SqlTypeSpecifierBase, Type,  SqlPlatforms.All, ModelRelationshipType.Composing
SqlClrMethodParameter, property, string, ClrName, SqlPlatforms.All,
SqlClrMethodParameter, property, bool, IsOutput, SqlPlatforms.All,
SqlClrProperty, childRelationship, SqlTypeSpecifierBase, Type,  SqlPlatforms.All, ModelRelationshipType.Composing
SqlClrProperty, property, string, ClrName, SqlPlatforms.All,
SqlColumnEncryptionKey, childRelationship, SqlColumnEncryptionKeyValue, ColumnEncryptionKeyValues,  SqlPlatforms.All, ModelRelationshipType.Composing
SqlColumnEncryptionKeyValue, childRelationship, SqlColumnMasterKey, ColumnMasterKey,  SqlPlatforms.All, ModelRelationshipType.Peer
SqlColumnEncryptionKeyValue, parentRelationship, SqlColumnEncryptionKey, Parent,  SqlPlatforms.All
SqlColumnEncryptionKeyValue, property, string, EncryptedValue, SqlPlatforms.All,
SqlColumnEncryptionKeyValue, property, string, EncryptionAlgorithm, SqlPlatforms.All,
SqlColumnMasterKey, property, string, KeyStoreProviderName, SqlPlatforms.All,
SqlColumnMasterKey, property, string, KeyPath, SqlPlatforms.All,
SqlColumnMasterKey, property, bool, AllowEnclaveComputations, SqlPlatforms.Sql150,
SqlColumnMasterKey, property, string, Signature, SqlPlatforms.Sql150,
SqlColumnSet, childRelationship, SqlTypeSpecifierBase, TypeSpecifier,  SqlPlatforms.All, ModelRelationshipType.Composing
SqlColumnSet, parentRelationship, ISqlColumnSource, Parent,  SqlPlatforms.All
SqlColumnSet, parentRelationship, SqlForeignKeyConstraint, ReferencingForeignKey,  SqlPlatforms.All
SqlColumnSet, parentRelationship, SqlDefaultConstraint, Defaults,  SqlPlatforms.All
SqlColumnSet, parentRelationship, SqlExtendedProperty, ExtendedProperties,  SqlPlatforms.Sql100AndUpAndSqlAzureV12 | SqlPlatforms.Sql90
SqlColumnSet, parentRelationship, SqlPermissionStatement, Permissions,  SqlPlatforms.All
SqlColumnStoreIndex, childRelationship, ISqlColumnSource, IndexedObject,  SqlPlatforms.All, ModelRelationshipType.Hierarchical
SqlColumnStoreIndex, childRelationship, SqlIndexedColumnSpecification, ColumnSpecifications,  SqlPlatforms.Sql110AndUpAndSqlAzureV12, ModelRelationshipType.Composing
SqlColumnStoreIndex, childRelationship, ISqlModelElement, BodyDependencies,  SqlPlatforms.Sql130AndUp, ModelRelationshipType.Peer
SqlColumnStoreIndex, childRelationship, SqlFilegroup, Filegroup,  SqlPlatforms.Sql100AndUpAndSqlAzureV12 | SqlPlatforms.Sql90, ModelRelationshipType.Peer
SqlColumnStoreIndex, childRelationship, SqlPartitionScheme, PartitionScheme,  SqlPlatforms.Sql100AndUpAndSqlAzureV12 | SqlPlatforms.Sql90, ModelRelationshipType.Peer
SqlColumnStoreIndex, childRelationship, SqlColumn, PartitionColumn,  SqlPlatforms.Sql100AndUpAndSqlAzureV12 | SqlPlatforms.Sql90, ModelRelationshipType.Peer
SqlColumnStoreIndex, childRelationship, SqlDataCompressionOption, DataCompressionOptions,  SqlPlatforms.Sql100AndUpAndSqlAzureV12, ModelRelationshipType.Composing
SqlColumnStoreIndex, parentRelationship, SqlExtendedProperty, ExtendedProperties,  SqlPlatforms.Sql100AndUpAndSqlAzureV12 | SqlPlatforms.Sql90
SqlColumnStoreIndex, property, int, CompressionDelay, SqlPlatforms.Sql130AndUp,
SqlColumnStoreIndex, property, bool, IsDisabled, SqlPlatforms.All,
SqlColumnStoreIndex, property, bool, IsClustered, SqlPlatforms.All,
SqlColumnStoreIndex, externalProperty, SqlScriptProperty, FilterPredicate,  SqlPlatforms.Sql130AndUp
SqlComputedColumn, childRelationship, ISqlModelElement, ExpressionDependencies,  SqlPlatforms.All, ModelRelationshipType.Peer
SqlComputedColumn, childRelationship, SqlTypeSpecifierBase, TypeSpecifier,  SqlPlatforms.All, ModelRelationshipType.Composing
SqlComputedColumn, parentRelationship, ISqlColumnSource, Parent,  SqlPlatforms.All
SqlComputedColumn, parentRelationship, SqlForeignKeyConstraint, ReferencingForeignKey,  SqlPlatforms.All
SqlComputedColumn, parentRelationship, SqlDefaultConstraint, Defaults,  SqlPlatforms.All
SqlComputedColumn, parentRelationship, SqlExtendedProperty, ExtendedProperties,  SqlPlatforms.Sql100AndUpAndSqlAzureV12 | SqlPlatforms.Sql90
SqlComputedColumn, parentRelationship, SqlPermissionStatement, Permissions,  SqlPlatforms.All
SqlComputedColumn, property, bool, IsPersisted, SqlPlatforms.All,
SqlComputedColumn, property, bool?, IsPersistedNullable, SqlPlatforms.All,
SqlComputedColumn, externalProperty, SqlScriptProperty, ExpressionScript,  SqlPlatforms.All
SqlContract, childRelationship, SqlContractMessageSpecifier, Messages,  SqlPlatforms.OnPremises, ModelRelationshipType.Composing
SqlContract, childRelationship, ISqlObjectAuthorizer, Authorizer,  SqlPlatforms.All, ModelRelationshipType.Peer
SqlContract, parentRelationship, SqlExtendedProperty, ExtendedProperties,  SqlPlatforms.Sql100AndUpAndSqlAzureV12 | SqlPlatforms.Sql90
SqlContract, parentRelationship, SqlPermissionStatement, Permissions,  SqlPlatforms.All
SqlContractMessageSpecifier, childRelationship, SqlMessageType, MessageType,  SqlPlatforms.OnPremises, ModelRelationshipType.Peer
SqlContractMessageSpecifier, property, bool, IsDefault, SqlPlatforms.OnPremises,
SqlContractMessageSpecifier, property, int, SentBy, SqlPlatforms.OnPremises,
SqlCredential, childRelationship, SqlCryptographicProvider, Provider,  SqlPlatforms.Sql100AndUp, ModelRelationshipType.Peer
SqlCredential, property, string, Identity, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlCredential, property, string, Secret, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlCryptographicProvider, property, string, DllPath, SqlPlatforms.Sql100AndUp,
SqlCryptographicProvider, property, bool, Enabled, SqlPlatforms.Sql100AndUp,
SqlDatabaseAuditSpecification, childRelationship, SqlAuditActionSpecification, AuditActions,  SqlPlatforms.Sql100AndUp, ModelRelationshipType.Composing
SqlDatabaseAuditSpecification, childRelationship, SqlServerAudit, ServerAudit,  SqlPlatforms.Sql100AndUp, ModelRelationshipType.Peer
SqlDatabaseAuditSpecification, childRelationship, SqlAuditActionGroup, AuditActionGroups,  SqlPlatforms.Sql100AndUp, ModelRelationshipType.Composing
SqlDatabaseAuditSpecification, property, bool, IsStateOn, SqlPlatforms.Sql100AndUp,
SqlDatabaseCredential, property, string, Identity, SqlPlatforms.Sql130AndUpAndSqlAzureV12,
SqlDatabaseCredential, property, string, Secret, SqlPlatforms.Sql130AndUpAndSqlAzureV12,
SqlDatabaseDdlTrigger, childRelationship, SqlTriggerEventTypeSpecifier, EventType,  SqlPlatforms.All, ModelRelationshipType.Composing
SqlDatabaseDdlTrigger, childRelationship, SqlEventGroupSpecifier, EventGroup,  SqlPlatforms.All, ModelRelationshipType.Composing
SqlDatabaseDdlTrigger, childRelationship, ISqlModelElement, BodyDependencies,  SqlPlatforms.All, ModelRelationshipType.Peer
SqlDatabaseDdlTrigger, childRelationship, SqlDynamicColumnSource, DynamicObjects,  SqlPlatforms.All, ModelRelationshipType.Composing
SqlDatabaseDdlTrigger, childRelationship, SqlUser, User,  SqlPlatforms.All, ModelRelationshipType.Peer
SqlDatabaseDdlTrigger, childRelationship, SqlLogin, Login,  SqlPlatforms.All, ModelRelationshipType.Peer
SqlDatabaseDdlTrigger, childRelationship, SqlAssembly, Assembly,  SqlPlatforms.All, ModelRelationshipType.Peer
SqlDatabaseDdlTrigger, parentRelationship, SqlExtendedProperty, ExtendedProperties,  SqlPlatforms.Sql100AndUpAndSqlAzureV12 | SqlPlatforms.Sql90
SqlDatabaseDdlTrigger, property, bool, IsEncrypted, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseDdlTrigger, property, int, SqlTriggerType, SqlPlatforms.All,
SqlDatabaseDdlTrigger, property, bool, IsDisabled, SqlPlatforms.All,
SqlDatabaseDdlTrigger, property, bool?, IsAnsiNullsOn, SqlPlatforms.All,
SqlDatabaseDdlTrigger, property, bool?, IsQuotedIdentifierOn, SqlPlatforms.All,
SqlDatabaseDdlTrigger, property, bool, IsCaller, SqlPlatforms.All,
SqlDatabaseDdlTrigger, property, bool, IsSelf, SqlPlatforms.All,
SqlDatabaseDdlTrigger, property, bool, IsOwner, SqlPlatforms.All,
SqlDatabaseDdlTrigger, property, string, MethodName, SqlPlatforms.All,
SqlDatabaseDdlTrigger, property, string, ClassName, SqlPlatforms.All,
SqlDatabaseDdlTrigger, externalProperty, SqlScriptProperty, BodyScript,  SqlPlatforms.All
SqlDatabaseEncryptionKey, childRelationship, SqlCertificate, ServerCertificate,  SqlPlatforms.Sql100AndUp, ModelRelationshipType.Peer
