Type, Property or Relationship, Name, Type, Platform, Relationship Type
SqlDatabaseEncryptionKey, childRelationship, SqlAsymmetricKey, AsymmetricKey,  SqlPlatforms.Sql100AndUp, ModelRelationshipType.Peer
SqlDatabaseEncryptionKey, property, int, Algorithm, SqlPlatforms.Sql100AndUp,
SqlDatabaseEventNotification, childRelationship, SqlEventTypeSpecifierBase, EventType,  SqlPlatforms.OnPremises, ModelRelationshipType.Composing
SqlDatabaseEventNotification, childRelationship, SqlEventGroupSpecifier, EventGroup,  SqlPlatforms.OnPremises, ModelRelationshipType.Composing
SqlDatabaseEventNotification, parentRelationship, SqlExtendedProperty, ExtendedProperties,  SqlPlatforms.Sql100AndUpAndSqlAzureV12 | SqlPlatforms.Sql90
SqlDatabaseEventNotification, property, bool, IsWithFanIn, SqlPlatforms.OnPremises,
SqlDatabaseEventNotification, property, string, BrokerInstanceSpecifier, SqlPlatforms.OnPremises,
SqlDatabaseEventNotification, property, string, Service, SqlPlatforms.OnPremises,
SqlDatabaseEventSession, childRelationship, SqlEventSessionDefinitions, Definitions,  SqlPlatforms.Sql100AndUpAndSqlAzureV12, ModelRelationshipType.Composing
SqlDatabaseEventSession, childRelationship, SqlEventSessionTarget, Targets,  SqlPlatforms.Sql100AndUpAndSqlAzureV12, ModelRelationshipType.Composing
SqlDatabaseEventSession, property, int, SessionScope, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlDatabaseEventSession, property, int, MaxMemory, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlDatabaseEventSession, property, int, MaxMemorySpecifiedAs, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlDatabaseEventSession, property, int, EventRetentionMode, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlDatabaseEventSession, property, int, MaxDispatchLatencySeconds, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlDatabaseEventSession, property, int, MaxEventSize, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlDatabaseEventSession, property, int, MaxEventSizeSpecifiedAs, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlDatabaseEventSession, property, int, MemoryPartitionMode, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlDatabaseEventSession, property, bool, IsOnTrackCausality, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlDatabaseEventSession, property, bool, IsOnStartupState, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlDatabaseMirroringLanguageSpecifier, childRelationship, SqlCertificate, AuthenticationCertificate,  SqlPlatforms.OnPremises, ModelRelationshipType.Peer
SqlDatabaseMirroringLanguageSpecifier, property, int, AuthenticationWindowsMode, SqlPlatforms.OnPremises,
SqlDatabaseMirroringLanguageSpecifier, property, bool, DoUseCertificateFirst, SqlPlatforms.OnPremises,
SqlDatabaseMirroringLanguageSpecifier, property, int, EncryptionMode, SqlPlatforms.OnPremises,
SqlDatabaseMirroringLanguageSpecifier, property, int, EncryptionAlgorithmPart1, SqlPlatforms.OnPremises,
SqlDatabaseMirroringLanguageSpecifier, property, int, EncryptionAlgorithmPart2, SqlPlatforms.OnPremises,
SqlDatabaseMirroringLanguageSpecifier, property, int, RoleType, SqlPlatforms.OnPremises,
SqlDatabaseOptions, childRelationship, SqlFilegroup, DefaultFilegroup,  SqlPlatforms.OnPremises, ModelRelationshipType.Peer
SqlDatabaseOptions, childRelationship, SqlFilegroup, DefaultFileStreamFilegroup,  SqlPlatforms.Sql100AndUp, ModelRelationshipType.Peer
SqlDatabaseOptions, childRelationship, SqlGenericDatabaseScopedConfigurationOptions, GenericDatabaseScopedConfigurationOptions,  SqlPlatforms.Sql140AndUpAndSqlAzureV12, ModelRelationshipType.Peer
SqlDatabaseOptions, parentRelationship, SqlExtendedProperty, ExtendedProperties,  SqlPlatforms.Sql100AndUpAndSqlAzureV12 | SqlPlatforms.Sql90
SqlDatabaseOptions, parentRelationship, SqlPermissionStatement, Permissions,  SqlPlatforms.All
SqlDatabaseOptions, property, string, Collation, SqlPlatforms.All,
SqlDatabaseOptions, property, bool, IsAnsiNullDefaultOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsAnsiNullsOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsAnsiPaddingOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsAnsiWarningsOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsArithAbortOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsConcatNullYieldsNullOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsQuotedIdentifierOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsNumericRoundAbortOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsRecursiveTriggersOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsOffline, SqlPlatforms.OnPremises,
SqlDatabaseOptions, property, bool, IsReadOnly, SqlPlatforms.All,
SqlDatabaseOptions, property, bool, IsCursorCloseOnCommitOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsCursorDefaultScopeGlobal, SqlPlatforms.OnPremises,
SqlDatabaseOptions, property, bool, IsAutoCloseOn, SqlPlatforms.OnPremises,
SqlDatabaseOptions, property, bool, IsAutoCreateStatisticsOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsAutoCreateStatisticsIncrementalOn, SqlPlatforms.Sql120AndUpAndSqlAzureV12,
SqlDatabaseOptions, property, bool, IsAutoShrinkOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsAutoUpdateStatisticsOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsTornPageProtectionOn, SqlPlatforms.OnPremises,
SqlDatabaseOptions, property, int, UserAccess, SqlPlatforms.OnPremises,
SqlDatabaseOptions, property, int, RecoveryMode, SqlPlatforms.OnPremises,
SqlDatabaseOptions, property, bool, IsFullTextEnabled, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsDBChainingOn, SqlPlatforms.OnPremises,
SqlDatabaseOptions, property, int, CompatibilityMode, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsTrustworthyOn, SqlPlatforms.OnPremises,
SqlDatabaseOptions, property, bool, IsAutoUpdateStatisticsAsyncOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, int, PageVerifyMode, SqlPlatforms.OnPremises,
SqlDatabaseOptions, property, int, ServiceBrokerOption, SqlPlatforms.OnPremises,
SqlDatabaseOptions, property, bool, IsDateCorrelationOptimizationOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, int, ParameterizationOption, SqlPlatforms.OnPremises,
SqlDatabaseOptions, property, bool, IsAllowSnapshotIsolation, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsReadCommittedSnapshot, SqlPlatforms.OnPremises,
SqlDatabaseOptions, property, bool, IsMemoryOptimizedElevatedToSnapshot, SqlPlatforms.OnPremises,
SqlDatabaseOptions, property, bool, IsVardecimalStorageFormatOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12
SqlDatabaseOptions, property, bool, IsSupplementalLoggingOn, SqlPlatforms.OnPremises,
SqlDatabaseOptions, property, bool, IsChangeTrackingOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlDatabaseOptions, property, bool, IsChangeTrackingAutoCleanupOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlDatabaseOptions, property, int, ChangeTrackingRetentionPeriod, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlDatabaseOptions, property, int, ChangeTrackingRetentionUnit, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlDatabaseOptions, property, bool, IsEncryptionOn, SqlPlatforms.Sql100AndUpAndSqlAzureV12,
SqlDatabaseOptions, property, bool, IsBrokerPriorityHonored, SqlPlatforms.Sql100AndUp,
SqlDatabaseOptions, property, int, Containment, SqlPlatforms.Sql110AndUp,
SqlDatabaseOptions, property, string, DefaultLanguage, SqlPlatforms.Sql110AndUp,
SqlDatabaseOptions, property, string, DefaultFullTextLanguage, SqlPlatforms.Sql110AndUp,
SqlDatabaseOptions, property, bool, IsNestedTriggersOn, SqlPlatforms.Sql110AndUp,
SqlDatabaseOptions, property, bool, IsTransformNoiseWordsOn, SqlPlatforms.Sql110AndUp,
SqlDatabaseOptions, property, short, TwoDigitYearCutoff, SqlPlatforms.Sql110AndUp,
SqlDatabaseOptions, property, int?, CatalogCollation, SqlPlatforms.SqlAzureV12,
SqlDatabaseOptions, property, int, NonTransactedFileStreamAccess, SqlPlatforms.Sql110AndUp,
SqlDatabaseOptions, property, string, FileStreamDirectoryName, SqlPlatforms.Sql110AndUp,
