ObjectType, RelationshipType, RelationshipName, Return Type, Platform
SoapMethodSpecification, property, WebMethodAlias, String, Sql90 | Sql100
SoapMethodSpecification, property, WebMethodNamespace, String, Sql90 | Sql100
SoapMethodSpecification, relationship, RelatedMethod, Peer, Sql90 | Sql100
SpatialIndex, property, AllowPageLocks, Boolean, Sql100 | Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SpatialIndex, property, AllowRowLocks, Boolean, Sql100 | Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SpatialIndex, property, IgnoreDuplicateKey, Boolean, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
SpatialIndex, property, RecomputeStatistics, Boolean, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
SpatialIndex, property, GridLevel1Density, Degree, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
SpatialIndex, property, GridLevel2Density, Degree, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
SpatialIndex, property, GridLevel3Density, Degree, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
SpatialIndex, property, GridLevel4Density, Degree, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
SpatialIndex, property, Disabled, Boolean, All
SpatialIndex, property, WithPadIndex, Boolean, Sql100 | Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SpatialIndex, property, CellsPerObject, System.Int32?, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
SpatialIndex, property, DataCompression, CompressionLevel, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SpatialIndex, property, FillFactor, Int32, Sql100 | Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SpatialIndex, property, Tessellation, Tessellation, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
SpatialIndex, property, XMax, System.Double?, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
SpatialIndex, property, XMin, System.Double?, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
SpatialIndex, property, YMax, System.Double?, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
SpatialIndex, property, YMin, System.Double?, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
SpatialIndex, relationship, Column, Peer, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
SpatialIndex, relationship, Filegroup, Peer, SqlAzureV12 | OnPremises
SpatialIndex, relationship, IndexedObject, Hierarchical, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
SpatialIndex, relationship, PartitionColumn, Peer, SqlAzureV12 | OnPremises
SpatialIndex, relationship, PartitionScheme, Peer, SqlAzureV12 | OnPremises
Statistics, property, StatsStream, String, All
Statistics, property, FilterPredicate, SqlScriptProperty, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
Statistics, property, Incremental, Boolean, Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
Statistics, property, NoRecompute, Boolean, All
Statistics, property, SampleSize, Int32, All
Statistics, property, SamplingStyle, SamplingStyle, All
Statistics, relationship, OnObject, Hierarchical, All
Statistics, relationship, Columns, Peer, All
Statistics, relationship, ExpressionDependencies, Peer, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
Parameter, property, DefaultExpression, SqlScriptProperty, All
Parameter, property, ReadOnly, Boolean, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
Parameter, property, Varying, Boolean, All
Parameter, property, Scale, Int32, All
Parameter, property, Precision, Int32, All
Parameter, property, Length, Int32, All
Parameter, property, IsMax, Boolean, All
Parameter, property, XmlStyle, XmlStyle, All
Parameter, property, IsNullable, Boolean, SqlAzureV12 | Sql130 | Sql140 | Sql150
Parameter, property, IsOutput, Boolean, All
Parameter, relationship, XmlSchemaCollection, Peer, All
Parameter, relationship, DataType, Peer, All
SymmetricKey, property, Algorithm, SymmetricKeyAlgorithm, SqlAzureV12 | OnPremises
SymmetricKey, property, CreationDisposition, SymmetricKeyCreationDisposition, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
SymmetricKey, property, IdentityValue, String, SqlAzureV12 | OnPremises
SymmetricKey, property, KeySource, String, SqlAzureV12 | OnPremises
SymmetricKey, property, ProviderKeyName, String, Sql100 | Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SymmetricKey, relationship, AsymmetricKeys, Peer, OnPremises
SymmetricKey, relationship, Certificates, Peer, SqlAzureV12 | OnPremises
SymmetricKey, relationship, Passwords, Composing, SqlAzureV12 | OnPremises
SymmetricKey, relationship, SymmetricKeys, Peer, SqlAzureV12 | OnPremises
SymmetricKey, relationship, Authorizer, Peer, All
SymmetricKey, relationship, Provider, Peer, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
SymmetricKeyPassword, property, Password, String, SqlAzureV12 | OnPremises
Synonym, property, ForObjectName, SqlScriptProperty, All
Synonym, relationship, ForObject, Peer, All
Synonym, relationship, Schema, Hierarchical, All
Table, property, AnsiNullsOn, System.Boolean?, All
Table, property, ChangeDataCaptureEnabled, Boolean, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
Table, property, ChangeTrackingEnabled, Boolean, Sql100 | Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
Table, property, FileStreamNull, System.Boolean?, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
Table, property, LargeValueTypesOutOfRow, Boolean, All
Table, property, QuotedIdentifierOn, System.Boolean?, All
Table, property, TableLockOnBulkLoad, Boolean, All
Table, property, TrackColumnsUpdated, Boolean, Sql100 | Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
Table, property, VardecimalStorageFormatEnabled, Boolean, SqlAzureV12 | OnPremises
Table, property, MemoryOptimized, Boolean, Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
Table, property, RowCount, System.Int64?, All
Table, property, DataSize, System.Double?, All
Table, property, IndexSize, System.Double?, All
Table, property, DataPages, System.Int64?, All
Table, property, UsedPages, System.Int64?, All
Table, property, Durability, Durability, Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
Table, property, IsAutoGeneratedHistoryTable, Boolean, All
Table, property, IsEdge, Boolean, SqlAzureV12 | Sql140 | Sql150
Table, property, IsNode, Boolean, SqlAzureV12 | Sql140 | Sql150
Table, property, IsReplicated, Boolean, OnPremises
Table, property, LockEscalation, LockEscalationMethod, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
Table, property, RemoteDataEnabled, Boolean, Sql130 | Sql140 | Sql150
Table, property, RetentionUnit, Int32, SqlAzureV12 | Sql140 | Sql150
Table, property, RetentionValue, Int32, SqlAzureV12 | Sql140 | Sql150
Table, property, TextInRowSize, Int32, All
Table, relationship, Columns, Composing, All
Table, relationship, DataCompressionOptions, Composing, Sql100 | Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
Table, relationship, Filegroup, Peer, SqlAzureV12 | OnPremises
Table, relationship, FilegroupForTextImage, Peer, OnPremises
Table, relationship, FileStreamFilegroup, Peer, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
Table, relationship, FileStreamPartitionScheme, Peer, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
Table, relationship, PartitionColumn, Peer, SqlAzureV12 | OnPremises
Table, relationship, PartitionScheme, Peer, SqlAzureV12 | OnPremises
Table, relationship, Schema, Hierarchical, All
Table, relationship, TemporalSystemVersioningHistoryTable, Peer, SqlAzureV12 | Sql130 | Sql140 | Sql150
FileTable, property, AnsiNullsOn, System.Boolean?, All
FileTable, property, FileStreamNull, System.Boolean?, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
FileTable, property, QuotedIdentifierOn, System.Boolean?, All
FileTable, property, TableLockOnBulkLoad, Boolean, All
FileTable, property, FileTableNamespaceEnabled, Boolean, Sql110 | Sql120 | Sql130 | Sql140 | Sql150
FileTable, property, FileTableCollateFilename, String, Sql110 | Sql120 | Sql130 | Sql140 | Sql150
FileTable, property, FileTableDirectory, String, Sql110 | Sql120 | Sql130 | Sql140 | Sql150
FileTable, property, LockEscalation, LockEscalationMethod, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
FileTable, relationship, Columns, Composing, All
FileTable, relationship, DataCompressionOptions, Composing, Sql100 | Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
FileTable, relationship, Filegroup, Peer, SqlAzureV12 | OnPremises
FileTable, relationship, FileStreamFilegroup, Peer, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
FileTable, relationship, FileStreamPartitionScheme, Peer, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
FileTable, relationship, PartitionColumn, Peer, SqlAzureV12 | OnPremises
FileTable, relationship, PartitionScheme, Peer, SqlAzureV12 | OnPremises
FileTable, relationship, Schema, Hierarchical, All
TableType, property, MemoryOptimized, Boolean, Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
TableType, relationship, Columns, Composing, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableType, relationship, Constraints, Composing, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableType, relationship, Indexes, Composing, Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
TableType, relationship, Schema, Hierarchical, All
TableTypeCheckConstraint, property, Expression, SqlScriptProperty, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeCheckConstraint, relationship, ExpressionDependencies, Peer, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeColumn, property, Collation, String, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeColumn, property, IdentityIncrement, String, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeColumn, property, IdentitySeed, String, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeColumn, property, IsIdentity, Boolean, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeColumn, property, Nullable, Boolean, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeColumn, property, IsRowGuidCol, Boolean, Sql100 | Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
TableTypeColumn, property, Expression, SqlScriptProperty, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeColumn, property, Persisted, Boolean, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeColumn, property, PersistedNullable, System.Boolean?, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeColumn, property, Scale, Int32, All
TableTypeColumn, property, Precision, Int32, All
TableTypeColumn, property, Length, Int32, All
TableTypeColumn, property, IsMax, Boolean, All
TableTypeColumn, property, XmlStyle, XmlStyle, All
TableTypeColumn, relationship, ExpressionDependencies, Peer, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeColumn, relationship, XmlSchemaCollection, Peer, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeColumn, relationship, DataType, Peer, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeDefaultConstraint, property, Expression, SqlScriptProperty, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeDefaultConstraint, relationship, TargetColumn, Peer, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeDefaultConstraint, relationship, ExpressionDependencies, Peer, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeIndex, property, Hash, Boolean, All
TableTypeIndex, property, BucketCount, System.Int32?, All
TableTypeIndex, property, IsDisabled, Boolean, All
TableTypeIndex, property, IsUnique, Boolean, SqlAzureV12 | Sql130 | Sql140 | Sql150
TableTypeIndex, relationship, Columns, Peer, All
TableTypePrimaryKeyConstraint, property, IgnoreDuplicateKey, Boolean, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypePrimaryKeyConstraint, property, Clustered, Boolean, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypePrimaryKeyConstraint, property, Hash, Boolean, All
TableTypePrimaryKeyConstraint, property, BucketCount, System.Int32?, All
TableTypePrimaryKeyConstraint, relationship, Columns, Peer, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeUniqueConstraint, property, IgnoreDuplicateKey, Boolean, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeUniqueConstraint, property, Clustered, Boolean, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TableTypeUniqueConstraint, property, Hash, Boolean, All
TableTypeUniqueConstraint, property, BucketCount, System.Int32?, All
TableTypeUniqueConstraint, relationship, Columns, Peer, Sql100 | Sql110 | Sql120 | Cloud | Sql130 | Sql140 | Sql150
TcpProtocolSpecifier, property, ListeningOnAllIPs, Boolean, OnPremises
TcpProtocolSpecifier, property, ListenerIPv4, String, OnPremises
TcpProtocolSpecifier, property, ListenerIPv6, String, OnPremises
TcpProtocolSpecifier, property, ListenerPort, Int32, OnPremises
UniqueConstraint, property, AllowPageLocks, Boolean, SqlAzureV12 | OnPremises
UniqueConstraint, property, AllowRowLocks, Boolean, SqlAzureV12 | OnPremises
UniqueConstraint, property, IgnoreDuplicateKey, Boolean, All
UniqueConstraint, property, RecomputeStatistics, Boolean, All
UniqueConstraint, property, Clustered, Boolean, All
UniqueConstraint, property, Disabled, Boolean, All
UniqueConstraint, property, FileStreamNull, System.Boolean?, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
UniqueConstraint, property, WithPadIndex, Boolean, SqlAzureV12 | OnPremises
UniqueConstraint, property, Hash, Boolean, All
UniqueConstraint, property, BucketCount, System.Int32?, All
UniqueConstraint, property, FillFactor, System.Int32?, SqlAzureV12 | OnPremises
UniqueConstraint, relationship, Host, Hierarchical, All
UniqueConstraint, relationship, Columns, Peer, All
UniqueConstraint, relationship, DataCompressionOptions, Composing, Sql100 | Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
UniqueConstraint, relationship, Filegroup, Peer, SqlAzureV12 | OnPremises
UniqueConstraint, relationship, FileStreamFilegroup, Peer, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
UniqueConstraint, relationship, FileStreamPartitionScheme, Peer, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
UniqueConstraint, relationship, PartitionColumn, Peer, SqlAzureV12 | OnPremises
UniqueConstraint, relationship, PartitionScheme, Peer, SqlAzureV12 | OnPremises
User, property, WithoutLogin, Boolean, All
User, property, AuthenticationType, AuthenticationType, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
User, property, DefaultLanguage, String, Sql110 | Sql120 | Sql130 | Sql140 | Sql150
User, property, Password, String, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
User, property, Sid, String, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
User, property, UserType, UserType, SqlAzureV12
User, relationship, AsymmetricKey, Peer, OnPremises
User, relationship, Certificate, Peer, OnPremises
User, relationship, DefaultSchema, Peer, All
User, relationship, Login, Peer, All
UserDefinedServerRole, relationship, Authorizer, Peer, All
UserDefinedType, property, ByteOrdered, System.Boolean?, All
UserDefinedType, property, FixedLength, System.Boolean?, All
UserDefinedType, property, ClassName, String, All
UserDefinedType, property, Format, Format, All
UserDefinedType, property, MaxByteSize, System.Int32?, All
UserDefinedType, property, ValidationMethodName, String, All
UserDefinedType, relationship, Assembly, Peer, All
UserDefinedType, relationship, Methods, Composing, All
UserDefinedType, relationship, Properties, Composing, All
UserDefinedType, relationship, Schema, Hierarchical, All
View, property, AnsiNullsOn, System.Boolean?, All
View, property, WithEncryption, Boolean, SqlAzureV12 | OnPremises
View, property, WithViewMetadata, Boolean, All
View, property, QuotedIdentifierOn, System.Boolean?, All
View, property, Replicated, Boolean, OnPremises
View, property, WithSchemaBinding, Boolean, All
View, property, WithCheckOption, Boolean, All
View, property, SelectStatement, SqlScriptProperty, All
View, relationship, BodyDependencies, Peer, All
View, relationship, Columns, Composing, All
View, relationship, Schema, Hierarchical, All
WorkloadGroup, property, GroupMaxRequests, Int32, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
WorkloadGroup, property, Importance, Degree, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
WorkloadGroup, property, MaxDop, Int32, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
WorkloadGroup, property, RequestMaxCpuTimeSec, Int32, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
WorkloadGroup, property, RequestMaxMemoryGrantPercent, Int32, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
WorkloadGroup, property, RequestMemoryGrantTimeoutSec, Int32, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
WorkloadGroup, relationship, ResourcePool, Peer, Sql100 | Sql110 | Sql120 | Sql130 | Sql140 | Sql150
XmlIndex, property, AllowPageLocks, Boolean, SqlAzureV12 | OnPremises
XmlIndex, property, AllowRowLocks, Boolean, SqlAzureV12 | OnPremises
XmlIndex, property, IgnoreDuplicateKey, Boolean, Sql100 | Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
XmlIndex, property, RecomputeStatistics, Boolean, SqlAzureV12 | OnPremises
XmlIndex, property, Disabled, Boolean, All
XmlIndex, property, WithPadIndex, Boolean, SqlAzureV12 | OnPremises
XmlIndex, property, SecondaryXmlIndexType, SecondaryXmlIndexType, SqlAzureV12 | OnPremises
XmlIndex, property, FillFactor, System.Int32?, SqlAzureV12 | OnPremises
XmlIndex, property, IsPrimary, Boolean, SqlAzureV12 | OnPremises
XmlIndex, relationship, PrimaryXmlIndex, Peer, SqlAzureV12 | OnPremises
XmlIndex, relationship, Column, Peer, SqlAzureV12 | OnPremises
XmlIndex, relationship, IndexedObject, Hierarchical, SqlAzureV12 | OnPremises
SelectiveXmlIndex, property, Disabled, Boolean, All
SelectiveXmlIndex, property, WithPadIndex, Boolean, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SelectiveXmlIndex, property, AllowRowLocks, Boolean, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SelectiveXmlIndex, property, AllowPageLocks, Boolean, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SelectiveXmlIndex, property, IgnoreDuplicateKey, Boolean, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SelectiveXmlIndex, property, RecomputeStatistics, Boolean, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SelectiveXmlIndex, property, FillFactor, System.Int32?, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SelectiveXmlIndex, property, IsPrimary, Boolean, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SelectiveXmlIndex, relationship, PrimarySelectiveXmlIndex, Peer, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SelectiveXmlIndex, relationship, PrimaryPromotedPath, Peer, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SelectiveXmlIndex, relationship, Column, Peer, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SelectiveXmlIndex, relationship, IndexedObject, Hierarchical, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SelectiveXmlIndex, relationship, PromotedPaths, Composing, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
SelectiveXmlIndex, relationship, XmlNamespaces, Composing, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
XmlNamespace, property, NamespaceUri, String, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
XmlNamespace, property, Prefix, String, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
PromotedNodePathForXQueryType, property, IsSingleton, Boolean, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
PromotedNodePathForXQueryType, property, MaxLength, System.Int32?, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
PromotedNodePathForXQueryType, property, NodePath, String, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
PromotedNodePathForXQueryType, property, Type, String, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
PromotedNodePathForSqlType, property, Scale, Int32, All
PromotedNodePathForSqlType, property, Precision, Int32, All
PromotedNodePathForSqlType, property, Length, Int32, All
PromotedNodePathForSqlType, property, IsMax, Boolean, All
PromotedNodePathForSqlType, property, IsSingleton, Boolean, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
PromotedNodePathForSqlType, property, NodePath, String, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
PromotedNodePathForSqlType, relationship, DataType, Peer, Sql110 | Sql120 | SqlAzureV12 | Sql130 | Sql140 | Sql150
XmlSchemaCollection, property, Expression, SqlScriptProperty, SqlAzureV12 | OnPremises
XmlSchemaCollection, relationship, Schema, Hierarchical, All
